ID;Name;Average.User.Rating;User.Rating.Count;Price;Developer;Age.Rating;Original.Release.Date;Genre
1240709000;Face Pull - Fight with your smile;NA;NA;0;ZhiBin Kong;4;2017;Family
1240717823;Hidden Object Games Hidden Cache : Detect Mystery;NA;NA;0;Ajaysinh Jadeja;4;2017;Puzzle
1240738118;Popcorn Factory For Kids;NA;NA;0;Jaydeep Patel;4;2017;Strategy
1240738301;Fidget Stick Hand Spinner Simulator Toy;NA;NA;0;Abhishek Malpani;4;2017;Casual
1240738405;Popcorn Factory For Kids Pro;NA;NA;399;Jaydeep Patel;4;2017;Strategy
1240749068;12 Labours of Hercules IV (Platinum Edition);4.5;112;0;Jetdogs Oy;4;2017;Family
1240749169;Cube Garbage Truck Park:Drive in City;NA;NA;0;MUHAMMAD PARWANA;4;2017;Simulation
1240749571;Hercules V (Platinum Edition);5;180;0;Jetdogs Oy;4;2017;Family
1240749719;Hercules VII (Platinum);4.5;157;0;Jetdogs Oy;4;2017;Family
1240755558;Warbands: Bushido;4.5;273;0;Red Unit, OOO;12;2017;Board
1240758133;Total Medieval Battle Simulator;3;70;0;Kentoo sp. z o. o.;12;2017;Action
1240777733;Hacker - tap smartphone tycoon;4.5;34;0;Aliaksandr Prakarym;4;2017;Simulation
1240795636;Commando Army Defense:Survive in Enemy Troops;NA;NA;0;MUHAMMAD PARWANA;17;2017;Action
1240801984;Hidden Objects - Mystery Game;NA;NA;99;Ryszard Piotrowski;4;2017;Puzzle
1240807738;Kitty Cat Evolution Game;4.5;38;0;Evolution Games GmbH;4;2017;Family
1240870595;Dot Balls;NA;NA;0;Nua Trans Media;4;2017;Simulation
1240880371;Heroes Defense : King of Tower;4;10;0;Tri Dinh;9;2017;Action
1240897033;Unlimited Zombies;NA;NA;399;Luke Jaggernauth;12;2017;Action
1240961025;Dragon Fruit Evolution Clicker;5;9;0;Evolution Games GmbH;4;2017;Family
1240971052;ChessTimer - The best chess clock on iOS;NA;NA;199;Jimmy Douieb;4;2017;NA
1241149858;"""Summoner's Tales""";3;23;0;chengdu longyuan Network Technology Co. Ltd.;9;2017;Role Playing
1241224473;Garfield Snack Time;5;7790;0;Grupo Promineo S.L.;4;2018;Puzzle
1241244638;Warship Battle Commander;4.5;29;0;MOBIRIX;4;2017;Board
1241256260;Tank Shoot IS war 2017;NA;NA;0;Nguyen Tai Phung;12;2017;Action
1241275000;Knight IO;4.5;564;0;Super Happy Fun Time;4;2017;Role Playing
1241291567;Train Game\u2122;NA;NA;1199;Domyung Kim;4;2017;Board
1241444181;Cactus Evolution Clicker;4.5;28;0;Evolution Games GmbH;4;2017;Family
1241482524;Match 3 Ultimate;NA;NA;99;Mobi Weave, Inc.;4;2017;Puzzle
1241625625;War of Colony;3.5;4547;0;NUTS POWER ONLINE ENTERTAINMENT LIMITED;12;2017;Simulation
1241717359;Color Purify;5;15;0;Alexis Kwizera;4;2017;Strategy
1241782007;Lemon - Find differences;NA;NA;0;Evgenij Novosilskij;4;2017;Puzzle
1241835785;Poker Swap Solitaire Premium;NA;NA;0;Christophe Baranger;4;2017;Card
1241932094;Last Day on Earth: Survival;4.5;80880;0;Andrey Pryakhin;12;2017;Action
1242188429;Search and Find Hidden Objects;2.5;10;0;Ajaysinh Jadeja;4;2017;Puzzle
1242201461;Wild Arrow - Hunt the shooters;NA;NA;0;Rohit Iyer;4;2017;Board
1242207319;Chypo;NA;NA;0;Key Creation Co.Ltd.;12;2017;Card
1242215987;HELICOPTER Shoot Rotket Simulation 3D;NA;NA;0;Nguyen Nhu Y;17;2017;Adventure
1242219691;Swat AlPha Gun Shoot;NA;NA;0;Nguyen Thi Loan;17;2017;Simulation
1242243414;I HAVE A KINGDOM LITE;NA;NA;0;Feedbackloop co., ltd.;4;2017;Simulation
1242298058;CabbageBear;NA;NA;0;Naohiro Kumagai;4;2018;Simulation
1242371627;Bottle Flip Countries;NA;NA;0;Imascono Art S.L.;4;2017;Casual
1242481164;BAR-TAG;NA;NA;0;Bohdan Piliuhin;17;2017;Action
1242509684;Color Match Mania;NA;NA;99;Shanza Nasim;4;2017;Casual
1242614929;Mysterius;NA;NA;0;Djeanius;12;2018;Role Playing
1242666408;BattleTankKT;NA;NA;0;MASAAKI FUJIMORI;4;2017;Simulation
1242745111;Building Blocker;NA;NA;0;harshil shukla;4;2017;Strategy
1242769779;CannaFarm;4.5;60;0;Greenhouse Games Inc.;17;2017;Simulation
1242786488;Battle of Dragon Ring;4;5;99;ThinkGame;9;2017;Card
1242804648;EndBlock Plus;NA;NA;0;Eduards Jurevics;4;2017;Puzzle
1242873139;HERO WARS:SuperStickmanDefense;4.5;159;0;Naomicsoft;9;2017;Action
1242873822;Kingdom War-Fortress Defense;NA;NA;0;Tuan Doan Anh;12;2017;Action
1242952694;Texas Farm Zombie Invasion;NA;NA;0;Henrique Silva;17;2017;Action
1242953074;Fun Numbers Puzzle;NA;NA;0;Ashok Domadiya;4;2017;Puzzle
1243293627;SD\u6a5f\u52d5\u6230\u59ec\uff1a\u653e\u8ab2\u5f8c\u306e\u6200\u611b\u5175\u5668;NA;NA;0;HouseKeeperMobile Co.,Ltd;4;2017;Role Playing
1243428968;Age of Giants: Tribal Warlords;5;34;0;mohammed alsharif;12;2017;Action
1243440305;Car Race 2D Game 2017;NA;NA;0;Khadar Vali;4;2017;Casual
1243468357;Card Monsters: 3 Minute Duels;4.5;1489;0;MU77 NETWORK TECHNOLOGY HONGKONG LIMITED;9;2017;Card
1243486827;Gem Slider Puzzle Challenge;NA;NA;0;Netsummit Marketing, Inc.;4;2017;Puzzle
1243490901;Gem Slider Puzzle Challenge Pro;NA;NA;299;Netsummit Marketing, Inc.;4;2017;Puzzle
1243687461;"""Bang Bang You're Dead""";NA;NA;0;David Chang;4;2017;NA
1243711606;Banana Evolution Food Clicker;4.5;15;0;Evolution Games GmbH;4;2017;Family
1243768351;Evens Only Lite;NA;NA;0;Anthony Hindle;4;2017;Casual
1243873426;Chickens Farm;NA;NA;0;QIUJIANG ZHAO;4;2017;Simulation
1244000728;Battle of Castles and Clash of Kingdoms \u2013 Pro;NA;NA;199;Bonifacio Melero;4;2017;Simulation
1244001166;Battle of Castles \u2013 Kingdoms Clash;NA;NA;0;Bonifacio Melero;4;2017;Simulation
1244009359;MaxDominator;5;16;99;Grigoriy Kuptsov;4;2017;Puzzle
1244048058;Sky Master - pixel shooter;4.5;17;0;Yizhou Liu;9;2017;Casual
1244217037;Working Cats;4.5;9;399;Blimps LLC;4;2017;Simulation
1244218726;Super Cock Fighter - Bot Wars;NA;NA;0;Opposite Lock Entertainment;12;2018;Action
1244248331;Link Lines - Classic Pipe Puzzle;NA;NA;0;Nam Vo Hoai;4;2017;Casual
1244300296;ZappLine Lite;NA;NA;0;Akif Muhammad;4;2017;Puzzle
1244305912;TokenBash;NA;NA;0;Tag 44/24;4;2017;Puzzle
1244393540;Match The Colour - Color Match;NA;NA;0;Dharmesh Kathiriya;4;2017;Puzzle
1244425171;Dope Wars (Weed Edition);4.5;282;99;Ian Wall;17;2017;Puzzle
1244428629;Dope Wars (Weed Edition) Lite;4.5;328;0;Ian Wall;17;2017;Puzzle
1244502334;EggXACT;NA;NA;99;CASM Group, LLC;12;2017;Puzzle
1244505489;TossingPaper;NA;NA;0;Geir Ove Kristiansen;4;2017;Strategy
1244551269;Find Object : Deep Forest;NA;NA;0;Ashok Domadiya;4;2017;Puzzle
1244564757;Boxy Strike Battle Simulator;3.5;21;0;Filip Rudzinski;12;2017;Simulation
1244565299;Island Oasis Idle Tycoon;5;15;0;FGL Indie Showcase;4;2017;Adventure
1244593056;.coma.;NA;NA;0;L Topp;4;2017;Puzzle
1244601916;Turretz;4.5;2792;0;111%;4;2017;Casual
1244628041;Ollie;NA;NA;0;Virtual Robot Studio;4;2017;Puzzle
1244643263;Friday with Jason;NA;NA;0;Stephen Ricciardi;4;2017;Puzzle
1244647488;Road Rush Boy;NA;NA;0;harshil shukla;4;2017;Strategy
1244662643;15tales;NA;NA;0;Appes developers s.r.o.;4;2017;Puzzle
1244700746;Line Ride;NA;NA;0;Henrique Silva;4;2017;Casual
1244733204;My Cine Treats Shop - Movie Theater Food Store;NA;NA;0;Tapps Tecnologia da Informa\xe7\xe3o Ltda.;4;2017;Simulation
1244737016;Gym til Fit;NA;NA;0;Tapps Tecnologia da Informa\xe7\xe3o Ltda.;4;2017;Simulation
1244757508;Abandoned Shelter;NA;NA;0;jin hao zheng;9;2017;Role Playing
1244822324;"""Conyay's Escape""";NA;NA;0;Landon Ferrier;9;2018;Action
1244891789;Stats for Titanfall 2 Edition;4;21;0;Matthew Bailey;17;2017;Action
1244942308;Make It Rain: God Swipe the Queen;4;21;0;Space Inch, LLC;12;2017;Puzzle
1245113182;VIROID;NA;NA;199;Pupgam Studios;4;2017;Puzzle
1245143394;Kuma Legend;NA;NA;0;Thang Nguyen;4;2017;Casual
1245420866;Asibot;NA;NA;0;Multipletoys LLC;9;2017;Casual
1245433280;Switch Square;NA;NA;0;Bashar Zaidat;4;2017;Casual
1245438245;Find Object : Home Story;NA;NA;0;Ashok Domadiya;4;2017;Strategy
1245525899;Word Wars - Word game;4.5;167;0;Sushma Vinod;4;2018;Word
1245565445;ROME: Total War - Alexander;4.5;285;499;Feral Interactive Ltd;12;2017;Simulation
1245568395;Magic Nations;NA;NA;0;PrimeBit Studio;9;2018;Card
1245746788;Hot Babes on Hot Bikes Sliding Puzzle;NA;NA;0;Eureka Games Studio Ltd;12;2017;Puzzle
1245785408;TicTacToe LITE - Classic Game;NA;NA;0;Harris Technologies, LLC;4;2017;Board
1245931928;"""Donald's Domination - Build your Empire in Match 3""";5;5;0;Global Mobile Ltd;4;2017;Puzzle
1245975412;Idle Realm;4.5;116;0;Eat the Moon, LLC;9;2017;Simulation
1246038713;Fruit Slicing: Samurai Sharp Sword;NA;NA;0;Cuong Nguyen;4;2017;Card
1246051919;Girl\u2019s Summer Memory-Beauty Salon In The Beach;NA;NA;0;xu hu;4;2017;Role Playing
1246081067;Clash of Ants - Tower Defense Strategy Game;NA;NA;0;Tobias Stevens;9;2017;Simulation
1246089633;Swipe The Color Boxes - Kids Game;NA;NA;0;Archana Madhak;4;2017;Puzzle
1246144196;Hidden Objects Mysterious Artifacts;NA;NA;0;tao lin;4;2017;Puzzle
1246192430;Blocks Puzzle - Hexagon Game;4.5;27;0;Silly Spider LTD;4;2017;Puzzle
1246234369;EuroFantaFootball;NA;NA;0;LILIANA srl;4;2017;Sports
1246281427;GameDev Empire;4.5;504;0;Tiny Games;4;2017;Simulation
1246312700;"""Papa's Pizzeria HD""";4.5;57;299;Flipline Studios;4;2017;Simulation
1246352546;Hot Babes in Hot Cars Sliding Puzzle;NA;NA;0;Eureka Games Studio Ltd;12;2017;Puzzle
1246367992;Colouring Book Of Shapes 2019;NA;NA;0;Yang WanRu;4;2017;Board
1246417046;Youtubers Evolution - Clicker & Idle Tycoon;NA;NA;0;Evolution Games GmbH;4;2017;Family
1246448128;Dragonstone: Kingdoms;4.5;648;0;Ember Entertainment;9;2017;Role Playing
1246496963;Fidget hero - spin it and win it!;NA;NA;0;Emma Wasowski Jansson;4;2017;Simulation
1246582396;Legend: Rising Empire;4;59;0;NetEase Games;4;2018;Simulation
1246615126;Robosop;NA;NA;0;MAGES;9;2017;Education
1246626371;Hardest Tower Defence - Mages VS Orcs Battle Fight;4;42;0;Nguyen Thi Hong Duyen;12;2017;Adventure
1246685407;Block Out: The Super Ball;NA;NA;0;Warthen One;4;2017;Casual
1246743319;Quarked! Subatomic Match;NA;NA;0;KU Center for Technology Commercialization, Inc.;4;2017;Puzzle
1246743319;Quarked! Subatomic Match;NA;NA;0;KU Center for Technology Commercialization, Inc.;4;2017;Puzzle
1246783532;Proxima Command;NA;NA;399;Prefix Code;9;2017;Simulation
1246812992;Batalha de Navios;NA;NA;0;Liberali Studios;4;2017;Strategy
1246945085;Puzzler - Own Photo BLOCK Game;5;29;0;Ahmed Rafat;4;2017;Puzzle
1247003025;Detetive AR;NA;NA;0;Sioux;4;2018;Board
1247069377;Crazy Cooking Star Chef;4.5;10575;0;Billy Taylor;4;2017;Casual
1247134771;Zombie Invasion - The End Is Near;NA;NA;0;Owen Moore;12;2017;Action
1247169170;Find Objects : Tea Room;NA;NA;0;Ashok Domadiya;4;2017;Strategy
1247171845;Find Objects : Old House;NA;NA;0;Ashok Domadiya;4;2017;Adventure
1247176291;Find Objects : Romantic Proposal;NA;NA;0;Ashok Domadiya;4;2017;Adventure
1247193502;MiniMancera;NA;NA;0;Agustin Iturbide;4;2017;Casual
1247224369;DEFCON ONE MAX READY;NA;NA;0;Brian Rouse;4;2017;Simulation
1247236754;Ball Home;NA;NA;0;LI YIN JIAN;4;2017;Casual
1247236758;Gear Bridge;NA;NA;199;LI YIN JIAN;4;2019;Puzzle
1247286024;Gear Factory: Incremental Game;4;48;0;Jakub Tomes;4;2017;Simulation
1247293007;Matchz!;NA;NA;0;Raik Lochau;4;2017;Trivia
1247298491;Zombie Stratego;NA;NA;0;Santi Iglesias;9;2017;Role Playing
1247338663;Battle Space - Strategic War;4.5;39;0;Keyloft LLC;9;2017;Role Playing
1247349239;Collide Clash;NA;NA;0;kennethcervantes.com;4;2017;Casual
1247351838;Politics & War;3;69;0;RoadTex Services;4;2017;Simulation
1247364207;Connect-10;NA;NA;0;GA Technologies;4;2017;Puzzle
1247364207;Connect-10;NA;NA;0;GA Technologies;4;2017;Puzzle
1247366766;New Crazy Ball;NA;NA;0;JAYARAJBHAI LALU;4;2017;Casual
1247383346;Into The Zombies | Surgical Attack;NA;NA;0;kailash mondal;4;2017;Action
1247385940;Rush (Rise up special heroes);4.5;96;0;SungWon Woo;9;2017;Role Playing
1247574145;Army Men: TANKS;NA;NA;0;Swaminathan L;4;2017;Action
1247617283;Match Prodigy - Puzzle Games;NA;NA;0;Born Royal LLC;4;2018;Puzzle
1247657038;Jelly mush;NA;NA;0;Peter Hagstrom;4;2017;Puzzle
1247678171;Sprnkls;4.5;245;0;Frosty Pop Games Inc.;4;2017;Puzzle
1247696142;Ember 3D Maze;5;10;0;Lucerna Studios LLC.;4;2017;Puzzle
1247775213;Cube Escape:  Prison Break War;NA;NA;299;jun zhao;4;2017;Puzzle
1247780460;Power Jumping - Adventure Game;NA;NA;0;Archana Madhak;4;2017;Adventure
1247916861;Checkers 18 Levels;NA;NA;199;Pankaj Ladhe;4;2017;Board
1247933412;Sushi Three!;NA;NA;0;CRYsoft Development;4;2017;Puzzle
1248033433;Kingdom Rush Vengeance;5;19336;499;Ironhide S.A.;9;2018;Action
1248038416;Simple Orbit;NA;NA;0;Bashar Zaidat;4;2017;Casual
1248051696;Grid Caster: Broken Kingdom;NA;NA;0;Captivate Games;9;2018;Puzzle
1248132299;Ruin Lite;NA;NA;0;Michel Aimonino;4;2017;Puzzle
1248135897;Gatling: Ultimate Task;4.5;18;0;Changchao Han;12;2017;Casual
1248164940;MANEVALL: Fort Defenders;NA;NA;0;MAENTRUS DIGITAL LAB, PT;9;2017;Action
1248198971;Vikings Empire Battle Strategy;NA;NA;0;Khurram Fazal;12;2017;Action
1248210119;Pirate Hunt Treasure;NA;NA;0;Du Qing;17;2017;Adventure
1248359737;FARMILLIONS;NA;NA;0;GoldenGod Games, Lda;4;2017;Simulation
1248394980;Spin Stick;NA;NA;0;yungang wang;4;2017;Casual
